Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0070727~cellular macromolecule localization	58	15.977961432506888	1.6743296479093954E-4	ELAVL1, WASHC2A, SCAMP5, SIN3A, AP1S2, TMED5, GET4, VPS33A, CEP131, PAQR3, LEMD2, CLIP3, LATS1, NUP93, MMS22L, LSG1, FCHSD2, ALS2, PEX6, ATG4B, ATG4A, KDELR2, SCG3, RAB5B, PXK, NECAB3, GOSR1, AKAP8, DERL1, THY1, PIK3R1, TRAK1, NUP160, SYNGR1, SCFD1, TTC21B, STX6, SNX9, RAB6B, GPM6B, AKAIN1, UBL4A, BBS1, TOR1A, ANKRD27, SGTB, SEPTIN6, TVP23A, SNF8, PML, RABIF, TAOK2, RAB13, CHMP2B, NUP35, GOPC, COPG2, CNIH4	328	2081	19339	1.643297078093318	0.4741091102678181	0.05422740748417698	0.05380353509633818
GOTERM_BP_FAT	GO:0022008~neurogenesis	44	12.121212121212121	1.7901207134700826E-4	UBA6, EHMT2, CEP85L, THY1, TRAK1, CAMSAP2, CRKL, PPP3CB, SIN3A, TTC21B, ORC3, DIP2A, PHACTR1, EPHB2, PAK3, FEZF2, RAB6B, BORCS7, GPM6B, SUZ12, CDKL3, BBS1, TOR1A, TGIF2, ANKRD27, MIOS, AUTS2, NEGR1, ST8SIA2, FRS2, CFLAR, LEMD2, ABITRAM, NAV3, ALS2, NFIA, KIFBP, TAOK2, COL6A1, RAB13, CDH11, NUMB, CCNYL1, FGFR1	328	1434	19339	1.8091046705446137	0.49697219503102286	0.05422740748417698	0.05380353509633818
GOTERM_BP_FAT	GO:0031175~neuron projection development	28	7.7134986225895315	1.836780347301461E-4	UBA6, TRAK1, CAMSAP2, CRKL, PPP3CB, DIP2A, PHACTR1, EPHB2, PAK3, FEZF2, RAB6B, BORCS7, GPM6B, CDKL3, BBS1, TOR1A, ANKRD27, AUTS2, NEGR1, ST8SIA2, ABITRAM, ALS2, KIFBP, TAOK2, RAB13, CDH11, NUMB, FGFR1	328	747	19339	2.210027100271003	0.5059018254918581	0.05422740748417698	0.05380353509633818
GOTERM_BP_FAT	GO:0036211~protein modification process	54	14.87603305785124	2.1400443680849455E-4	USP37, EHMT2, USP34, UBE2Z, HERC4, PPP3CB, RNF115, RNF19A, RXYLT1, EP300, EPHB2, UNKL, CDKL3, P3H1, DUSP6, KLHL42, CLIP3, LATS1, TRAF6, KCTD13, ATG4B, PPIE, ATG4A, CUL7, UBA6, RPN1, TRAK1, CAMKK2, DCAF17, STAMBPL1, EEF2KMT, RIPK1, FEM1C, DCAF11, UBL4A, NUS1, ATE1, PTPN18, TOR1A, ST8SIA2, SRD5A3, MOK, EIF2AK3, BFAR, PML, ABHD17B, WNK2, TAOK2, TPP2, TRIP12, PTPN4, TRIM33, FGFR1, OTUD3	328	1911	19339	1.666069992725045	0.5602007592342066	0.058667787747928725	0.05820920681191052
GOTERM_BP_FAT	GO:0006511~ubiquitin-dependent protein catabolic process	23	6.336088154269973	2.717929783270815E-4	UBL4A, APC2, ATE1, CUL7, WDR26, UBA6, DERL1, BFAR, SNF8, UBE2Z, PML, KLHL42, AMN1, HERC4, RNF115, RNF19A, CHMP2B, PBK, KCTD13, FEM1C, TRIP12, DCAF11, GET4	328	566	19339	2.3959159269154533	0.6477038901233225	0.061989556791016275	0.061505011010992705
GOTERM_BP_FAT	GO:0051603~proteolysis involved in protein catabolic process	26	7.162534435261708	2.9423760248604704E-4	CUL7, WDR26, UBA6, DERL1, UBE2Z, AMN1, HERC4, RNF115, RNF19A, PBK, FEM1C, DCAF11, GET4, RSPRY1, UBL4A, APC2, ATE1, TOR1A, BFAR, SNF8, PML, KLHL42, CHMP2B, PCYOX1L, KCTD13, TRIP12	328	688	19339	2.228153360748724	0.6767890554544611	0.061989556791016275	0.061505011010992705
GOTERM_BP_FAT	GO:0006996~organelle organization	81	22.31404958677686	3.0057820622608506E-4	ABCD3, TRAF3IP1, FASTKD2, EHMT2, ARHGEF10L, TXNDC15, KIF15, CRKL, TUBB6, ALKBH4, RNF19A, AP1S2, PHACTR1, TMEM38B, TMED5, GET4, NCK1, APC2, VPS33A, ACAD9, CEP131, CIP2A, WDR73, LEMD2, CLIP3, LATS1, EML4, SUPV3L1, NUP93, RAD51C, ALS2, KIFBP, BBS12, TRAF6, PEX6, COL6A1, MRTO4, KCTD13, CDC42EP2, ATG4B, ATG4A, MRRF, CUL7, RAB5B, GOSR1, AKAP8, THY1, CAMSAP2, ERICH3, TTC21B, STX6, MFN1, RAB6B, ARSB, CAP2, UBL4A, BBS1, CDT1, YTHDF1, TOR1A, PRRT2, NEGR1, AUTS2, CCDC136, EIF2AK3, SEPTIN6, TDRD7, SNF8, CFLAR, INO80, REC8, PML, CLCN4, NFIA, NDUFAF4, TAOK2, RAB13, CHMP2B, MSRB2, NUP35, EZH1	328	3275	19339	1.4582563768385775	0.6845618223613645	0.061989556791016275	0.061505011010992705
GOTERM_BP_FAT	GO:0009057~macromolecule catabolic process	35	9.641873278236915	3.025977049623328E-4	ZCCHC8, CUL7, WDR26, UBA6, DERL1, UBE2Z, EXOSC7, AMN1, HERC4, RNF115, RNF19A, PBK, RIPK1, FEM1C, DCAF11, GET4, RSPRY1, UBL4A, APC2, ATE1, TOR1A, PYM1, BFAR, SNF8, PML, KLHL42, SUPV3L1, AGO3, ABHD17B, GLB1, MRTO4, CHMP2B, PCYOX1L, KCTD13, TRIP12	328	1068	19339	1.9322217274139035	0.6869980132592489	0.061989556791016275	0.061505011010992705
GOTERM_BP_FAT	GO:0030163~protein catabolic process	29	7.988980716253444	3.0687899401493206E-4	CUL7, WDR26, UBA6, DERL1, UBE2Z, AMN1, HERC4, RNF115, RNF19A, PBK, RIPK1, FEM1C, DCAF11, GET4, RSPRY1, UBL4A, APC2, ATE1, TOR1A, BFAR, SNF8, PML, KLHL42, ABHD17B, GLB1, CHMP2B, PCYOX1L, KCTD13, TRIP12	328	813	19339	2.1031372813728137	0.6921006506662346	0.061989556791016275	0.061505011010992705
GOTERM_BP_FAT	GO:0010975~regulation of neuron projection development	20	5.5096418732782375	4.051213230488814E-4	CDKL3, YTHDF1, CUL7, ANKRD27, NEGR1, PAQR3, P3H1, CFLAR, THY1, TRAK1, CAMSAP2, CRKL, CAPRIN2, EP300, EPHB2, FEZF2, PAK3, ARSB, NCK1, FGFR1	328	467	19339	2.525069201441479	0.788846659144485	0.07774278189308034	0.07713509990850702
GOTERM_BP_FAT	GO:0006357~regulation of transcription by RNA polymerase II	70	19.28374655647383	4.961626763772899E-4	EHMT2, WWC2, ZC3H8, CARF, PPP3CB, SIN3A, ZSCAN32, ZNF724, WDR5, ZNF569, EP300, FEZF2, NCK1, ZNF441, ZNF19, TGIF2, TBP, ZNF480, ZNF10, ZNF75D, HCFC2, DUSP6, ZNF519, TRAF6, PPIE, ZSCAN25, ZNF599, ZNF552, CREB5, ZNF197, ZNF394, ZBTB1, PIK3R1, ZNF8, FOXO3, TRAK1, NPAT, SCAF8, EPCAM, TTC21B, SAP30L, ZNF506, ZNF107, RIPK1, BRD7, MTA3, SUZ12, NFYA, AUTS2, GTF2IRD2, PHF12, ZNF180, SNF8, INO80, ARID3B, ELL2, RYBP, ZNF37A, NFIA, BRMS1L, CAPRIN2, ZNF615, LOC728743, LPIN2, SSBP3, TRIM33, MBTPS2, EZH1, PHF19, FGFR1	328	2767	19339	1.4915885832150695	0.8511393912566552	0.09067963580647802	0.0899708319830819
GOTERM_BP_FAT	GO:0120035~regulation of plasma membrane bounded cell projection organization	25	6.887052341597796	5.391265174604595E-4	CUL7, THY1, PIK3R1, TRAK1, CAMSAP2, CRKL, EP300, EPHB2, PAK3, FEZF2, ARSB, NCK1, CDKL3, YTHDF1, ANKRD27, AUTS2, NEGR1, PAQR3, P3H1, CFLAR, ABITRAM, ABHD17B, CAPRIN2, CDC42EP2, FGFR1	328	676	19339	2.180486902871987	0.8737795813648487	0.09405307154605654	0.09331789902224681
GOTERM_BP_FAT	GO:0031344~regulation of cell projection organization	25	6.887052341597796	7.639494337952533E-4	CUL7, THY1, PIK3R1, TRAK1, CAMSAP2, CRKL, EP300, EPHB2, PAK3, FEZF2, ARSB, NCK1, CDKL3, YTHDF1, ANKRD27, AUTS2, NEGR1, PAQR3, P3H1, CFLAR, ABITRAM, ABHD17B, CAPRIN2, CDC42EP2, FGFR1	328	693	19339	2.1269973251680567	0.9467713483089393	0.12334927174170299	0.12238510338520192
GOTERM_BP_FAT	GO:0044085~cellular component biogenesis	73	20.110192837465565	7.713346852008525E-4	TRAF3IP1, FASTKD2, EHMT2, KRI1, TXNDC15, ELAVL1, CLINT1, WDR43, KIF15, CRKL, ALAD, AP1S2, PHACTR1, EPHB2, NCK1, TSPYL2, TBP, MIOS, ACAD9, CEP131, WDR75, IMP4, CLIP3, NUP93, LSG1, RAD51C, ALS2, BBS12, TRAF6, COL6A1, MRTO4, CDH11, KCTD13, ATG4B, ATG4A, GEMIN6, ZBTB1, THY1, EXOSC7, TAF1B, ERICH3, TTC21B, RIPK1, SNX9, GPM6B, ASIC1, AKAIN1, FDXACB1, GABRA2, BBS1, CDT1, YTHDF1, NSUN5P1, SGTB, NEGR1, CCDC136, SEPTIN6, TDRD7, SNF8, CFLAR, INO80, REC8, PML, CLCN4, AGO3, NDUFAF4, TAOK2, RAB13, CHMP2B, MSRB2, RSRP1, SSBP3, FGFR1	328	2964	19339	1.4521277690003622	0.9482600377638235	0.12334927174170299	0.12238510338520192
GOTERM_BP_FAT	GO:0120036~plasma membrane bounded cell projection organization	37	10.192837465564738	8.69879155418735E-4	UBA6, TRAF3IP1, TRAK1, TXNDC15, CAMSAP2, CRKL, PPP3CB, TTC21B, ERICH3, DIP2A, PHACTR1, EPHB2, PAK3, FEZF2, RAB6B, BORCS7, GPM6B, NCK1, CDKL3, BBS1, TOR1A, ANKRD27, AUTS2, NEGR1, ST8SIA2, CEP131, SEPTIN6, ABITRAM, CLCN4, ALS2, KIFBP, BBS12, TAOK2, RAB13, CDH11, NUMB, FGFR1	328	1224	19339	1.782298641001116	0.9645647832094725	0.13354384793988422	0.13249999295338172
GOTERM_BP_FAT	GO:0048813~dendrite morphogenesis	7	1.9283746556473829	9.364786222834426E-4	ABITRAM, TAOK2, DIP2A, PHACTR1, EPHB2, PAK3, TRAK1	328	67	19339	6.1600382235165645	0.9725637172010052	0.13645003965608277	0.13538346821531086
GOTERM_BP_FAT	GO:0048699~generation of neurons	37	10.192837465564738	9.69797500914729E-4	UBA6, EHMT2, CEP85L, THY1, TRAK1, CAMSAP2, CRKL, PPP3CB, SIN3A, TTC21B, DIP2A, PHACTR1, EPHB2, PAK3, FEZF2, RAB6B, BORCS7, GPM6B, CDKL3, BBS1, TOR1A, TGIF2, ANKRD27, AUTS2, NEGR1, ST8SIA2, FRS2, CFLAR, ABITRAM, ALS2, NFIA, KIFBP, TAOK2, RAB13, CDH11, NUMB, FGFR1	328	1231	19339	1.7721637177785263	0.9758600904338777	0.13645003965608277	0.13538346821531086
GOTERM_BP_FAT	GO:0006338~chromatin remodeling	39	10.743801652892563	9.954666780537563E-4	EHMT2, ZBTB1, PPP3CB, ALKBH4, SIN3A, PBK, EEF2KMT, WDR5, DHX16, PMS2, EP300, RIPK1, EPHB2, PAK3, BRD7, MTA3, SUZ12, TSPYL2, PTPN18, RPS6KL1, TOR1A, PHC1, EIF2AK3, INO80, HCFC2, DUSP6, PML, LATS1, SUPV3L1, RYBP, PDIK1L, WNK2, TAOK2, TRIP12, LRIF1, PTPN4, EZH1, FGFR1, PHF19	328	1325	19339	1.735437183617119	0.9781270379361567	0.13645003965608277	0.13538346821531086
GOTERM_BP_FAT	GO:0030182~neuron differentiation	35	9.641873278236915	0.0011889400793464468	UBA6, EHMT2, THY1, TRAK1, CAMSAP2, CRKL, PPP3CB, SIN3A, TTC21B, DIP2A, PHACTR1, EPHB2, PAK3, FEZF2, RAB6B, BORCS7, GPM6B, CDKL3, BBS1, TOR1A, TGIF2, ANKRD27, AUTS2, NEGR1, ST8SIA2, CFLAR, ABITRAM, ALS2, NFIA, KIFBP, TAOK2, RAB13, CDH11, NUMB, FGFR1	328	1155	19339	1.7866777531411677	0.9895991405179049	0.15454025746409747	0.15333228254905765
GOTERM_BP_FAT	GO:1902902~negative regulation of autophagosome assembly	4	1.1019283746556474	0.0012079749150398448	SCFD1, EHMT2, PHF23, TMEM39A	328	13	19339	18.141651031894934	0.9903327383768997	0.15454025746409747	0.15333228254905765
GOTERM_BP_FAT	GO:0019538~protein metabolic process	83	22.865013774104685	0.0013880278702362477	USP37, FASTKD2, EHMT2, PGAP4, USP34, UBE2Z, HERC4, LACTB, PPP3CB, RNF115, MRPL2, MTG1, RNF19A, PBK, RXYLT1, EP300, EPHB2, UNKL, GET4, RSPRY1, APC2, CDKL3, P3H1, GTPBP1, DUSP6, KLHL42, CLIP3, LATS1, MRPL50, TRAF6, DNAJC5, KCTD13, ATG4B, PPIE, PXYLP1, ATG4A, EEF1E1, YAE1, MRRF, CUL7, NECAB3, WDR26, UBA6, RPN1, DERL1, TRAK1, CAMKK2, AMN1, DCAF17, STAMBPL1, EEF2KMT, RIPK1, FEM1C, DCAF11, EEFSEC, UBL4A, NUS1, ATE1, PTPN18, TOR1A, ST8SIA2, SRD5A3, MOK, EIF2AK3, BFAR, SNF8, CFLAR, PML, ABHD17B, GLB1, CAPN10, WNK2, TAOK2, CHMP2B, MSRB2, PCYOX1L, TPP2, TRIP12, PTPN4, TRIM33, MBTPS2, FGFR1, OTUD3	328	3548	19339	1.3792870253251575	0.9951605373015704	0.17184680535376512	0.17050355257611713
GOTERM_BP_FAT	GO:0051128~regulation of cellular component organization	64	17.63085399449036	0.001494070921519287	TRAF3IP1, EHMT2, PHF23, ARHGEF10L, WASHC2A, CRKL, SCAMP5, PPP3CB, SIN3A, EP300, EPHB2, FEZF2, NCK1, APC2, TSPYL2, CDKL3, VPS33A, CEP131, PAQR3, P3H1, CLIP3, LATS1, SUPV3L1, FCHSD2, ABITRAM, NAV3, COL6A1, CDC42EP2, NUMB, CUL7, RAB5B, THY1, PIK3R1, TRAK1, CAMSAP2, SCAF8, SCFD1, SERTAD2, SNX9, BRD7, PAK3, GPM6B, ARSB, ASIC1, AKAIN1, CAP2, YTHDF1, TOR1A, PRRT2, ANKRD27, NEGR1, AUTS2, ST8SIA2, CFLAR, INO80, PML, ABHD17B, CAPN10, TAOK2, CAPRIN2, CHMP2B, TMEM39A, RECK, FGFR1	328	2576	19339	1.4648538100287836	0.9967805094688549	0.1791951311497195	0.17779443966079514
GOTERM_BP_FAT	GO:0019219~regulation of nucleobase-containing compound metabolic process	97	26.72176308539945	0.0015897718112327913	EHMT2, RTKN2, WWC2, CARF, CWC22, ZSCAN32, ZNF724, ZNF569, EP300, TSPYL2, ZNF441, ZNF19, ANKRD49, ZNF10, WDR75, HCFC2, GTPBP1, KCTD13, PPIE, ZSCAN25, LRIF1, ZNF552, ZNF394, ZBTB1, PIK3R1, FOXO3, NPAT, ORC3, TTC21B, RIPK1, CDT1, PHC1, AUTS2, GTF2IRD2, PHF12, EIF2AK3, SNF8, INO80, ELL2, ZNF37A, CAPRIN2, INTS8, EZH1, PHF19, FGFR1, USP37, DAZAP1, FASTKD2, ZC3H8, ELAVL1, WDR43, PPP3CB, SIN3A, WDR5, FEZF2, NCK1, TGIF2, TBP, ZNF480, ZNF75D, DUSP6, SUPV3L1, ZNF519, TRAF6, ZNF599, CREB5, ZNF197, TRAK1, ZNF8, CAMKK2, EXOSC7, SCAF8, SERTAD2, EPCAM, SAP30L, ZNF506, PMS2, ZNF107, BRD7, MTA3, SUZ12, YTHDF1, NFYA, MGMT, ZNF180, ARID3B, CFLAR, PML, RYBP, NFIA, BRMS1L, ZNF615, SSBP3, LOC728743, LPIN2, TRIM33, MBTPS2	328	4309	19339	1.327258177722181	0.997771439437154	0.17980073997548557	0.17839531470209719
GOTERM_BP_FAT	GO:0071705~nitrogen compound transport	44	12.121212121212121	0.0015928153098401536	FYTTD1, RAB5B, PXK, NECAB3, SLC43A3, GOSR1, AKAP8, DERL1, PIK3R1, SLC1A6, ELAVL1, NUP160, WASHC2A, SCAMP5, SCFD1, AP1S2, STX6, SNX9, RAB6B, GPM6B, TMED5, BBS1, ANKRD27, VPS33A, CEP131, TVP23A, SNF8, PML, CLIP3, NUP93, LSG1, RABIF, FCHSD2, PEX6, RAB13, CHMP2B, ATG4B, NUP35, ATG4A, KDELR2, COPG2, GOPC, SLC25A12, CNIH4	328	1596	19339	1.6254737453389572	0.9977973606971248	0.17980073997548557	0.17839531470209719
GOTERM_BP_FAT	GO:0016192~vesicle-mediated transport	39	10.743801652892563	0.0016922219332964768	RAB5B, PXK, TUSC2, GOSR1, MTMR9, TEX261, TRAK1, CLINT1, WASHC2A, SCAMP5, SCFD1, PPP3CB, SYNGR1, AP1S2, STX6, SNX9, EPHB2, EVI5, RAB6B, BORCS7, TMED5, BBS1, PRRT2, ANKRD27, VPS33A, TVP23A, SNF8, SLC9B2, ACAP2, RABIF, FCHSD2, ALS2, DNAJC5, RAB13, CHMP2B, KDELR2, COPG2, GOPC, CNIH4	328	1365	19339	1.6845818815331008	0.9984969355146072	0.18556422228548222	0.18411374634265668
GOTERM_BP_FAT	GO:0030030~cell projection organization	37	10.192837465564738	0.0018792368910604076	UBA6, TRAF3IP1, TRAK1, TXNDC15, CAMSAP2, CRKL, PPP3CB, TTC21B, ERICH3, DIP2A, PHACTR1, EPHB2, PAK3, FEZF2, RAB6B, BORCS7, GPM6B, NCK1, CDKL3, BBS1, TOR1A, ANKRD27, AUTS2, NEGR1, ST8SIA2, CEP131, SEPTIN6, ABITRAM, CLCN4, ALS2, KIFBP, BBS12, TAOK2, RAB13, CDH11, NUMB, FGFR1	328	1280	19339	1.704323075457317	0.9992676827225917	0.20034753299694014	0.19878150225438976
GOTERM_BP_FAT	GO:0031346~positive regulation of cell projection organization	16	4.40771349862259	0.0019416211571784915	CDKL3, CUL7, ANKRD27, AUTS2, NEGR1, P3H1, CFLAR, PIK3R1, TRAK1, CAPRIN2, CDC42EP2, EP300, EPHB2, ARSB, NCK1, FGFR1	328	376	19339	2.5089517384535545	0.9994238749403431	0.20103076124961555	0.19945939000482962
GOTERM_BP_FAT	GO:0000902~cell morphogenesis	25	6.887052341597796	0.001990403576728867	TRAK1, SCFD1, PPP3CB, EP300, DIP2A, PHACTR1, EPHB2, PAK3, CAP2, CDKL3, BBS1, ANKRD27, AUTS2, NEGR1, ST8SIA2, VPS33A, LATS1, ABITRAM, ALS2, NFIA, KIFBP, TAOK2, COL6A1, CDH11, NUMB	328	744	19339	1.9811950891686334	0.9995224212762762	0.20103076124961555	0.19945939000482962
GOTERM_BP_FAT	GO:0048666~neuron development	29	7.988980716253444	0.0021051400641601808	UBA6, THY1, TRAK1, CAMSAP2, CRKL, PPP3CB, DIP2A, PHACTR1, EPHB2, PAK3, FEZF2, RAB6B, BORCS7, GPM6B, CDKL3, BBS1, TOR1A, ANKRD27, AUTS2, NEGR1, ST8SIA2, ABITRAM, ALS2, KIFBP, TAOK2, RAB13, CDH11, NUMB, FGFR1	328	922	19339	1.854501745939368	0.9996928099015535	0.20389725433999045	0.20230347694806763
GOTERM_BP_FAT	GO:0006325~chromatin organization	41	11.294765840220386	0.0021250365225637356	EHMT2, ZBTB1, PPP3CB, ALKBH4, SIN3A, PBK, EEF2KMT, WDR5, DHX16, PMS2, EP300, RIPK1, EPHB2, PAK3, BRD7, MTA3, SUZ12, TSPYL2, PTPN18, RPS6KL1, TOR1A, PHC1, EIF2AK3, INO80, HCFC2, DUSP6, PML, LATS1, SUPV3L1, MMS22L, RYBP, PDIK1L, WNK2, TAOK2, TRIP12, LRIF1, PTPN4, RCCD1, EZH1, FGFR1, PHF19	328	1477	19339	1.6366790792146242	0.9997154405184273	0.20389725433999045	0.20230347694806763
GOTERM_BP_FAT	GO:0010976~positive regulation of neuron projection development	10	2.7548209366391188	0.0024772412059535995	ANKRD27, NEGR1, CAPRIN2, EP300, P3H1, CFLAR, EPHB2, ARSB, NCK1, FGFR1	328	170	19339	3.4682568149210904	0.9999265897955358	0.2207271929499146	0.21900186314572037
GOTERM_BP_FAT	GO:0016197~endosomal transport	13	3.581267217630854	0.0025463864161329253	PXK, ANKRD27, GOSR1, SNF8, WASHC2A, ACAP2, ALS2, RAB13, CHMP2B, STX6, SNX9, EVI5, RAB6B	328	274	19339	2.797389620794018	0.9999437382238698	0.2207271929499146	0.21900186314572037
