gene_id	Ex	In	Pro
ANKLE2	0.314102564102564	0.357142857142857	0.301587301587302
ANKMY1	0.5625	NA	1
ANKMY2	0.663346613545817	0.692307692307692	0.75625
ANKRA2	0.60377358490566	0.666666666666667	0.578231292517007
ANKRD10	0.739766081871345	0.760416666666667	0.725409836065574
ANKRD11	0.305590062111801	0.0178571428571429	0.277992277992278
ANKRD12	0.365328874024526	0.381981981981982	0.337777777777778
ANKRD13C	0.537872089596228	0.33974358974359	0.532388663967611
ANKRD16	0.743589743589744	0.3	0.34375
ANKRD17	0.283126293995859	0.385714285714286	0.299798792756539
ANKRD20A3	NA	NA	0.352941176470588
ANKRD20A4-ANKRD20A20P	0.2	NA	0.66
ANKRD26	0.474213836477987	0.407843137254902	0.495392953929539
ANKRD27	0.888888888888889	NA	0.214285714285714
ANKRD28	0.313725490196078	0	0.0555555555555556
ANKRD36	0.482699805068226	0.556944444444444	0.442460317460317
ANKRD36B	0.403476854659389	0.337461300309597	0.361631016042781
ANKRD36C	0.342543507362784	0.3895	0.365586592178771
ANKRD40	0.59375	NA	0.0416666666666667
ANKRD44	0.75	NA	1
ANKRD46	0.806201550387597	0.739130434782609	0.783333333333333
ANKRD49	0.757352941176471	1	0.78448275862069
ANKRD50	0.361111111111111	0.5	0.738636363636364
ANKRD52	0	NA	0.916666666666667
ANKRD54	0.947916666666667	1	0.945945945945946
ANKRD6	NA	0	0.5625
ANKS1A	1	NA	0.933333333333333
ANKS1B	0.471571906354515	0.628205128205128	0.767206477732794
ANKS3	0.896551724137931	0.962962962962963	0.830188679245283
ANKZF1	0.655487804878049	0.4	0.801724137931034
ANLN	0.532258064516129	NA	0.515625
ANO10	0.611111111111111	0	1
ANO6	0.2	NA	0.642857142857143
ANO8	0.517241379310345	NA	NA
ANP32A	0.508492569002123	0.54	0.517435897435897
ANP32B	0.561643835616438	0.833333333333333	0.600558659217877
ANP32E	0.232142857142857	0.324675324675325	0.312236286919831
ANTXR1	0.75	NA	0.5
ANTXR2	0.833333333333333	NA	0.3
ANXA5	0.956521739130435	1	0.949438202247191
ANXA7	0.408163265306122	0	0.422222222222222
AP1AR	0.259090909090909	0.222222222222222	0.272727272727273
AP1B1	0.183908045977011	0.625	0.21875
AP1G1	0.444444444444444	0.3125	0.425
AP1M1	0.975783475783476	1	0.958677685950413
AP1S1	0.980854197349043	1	0.994117647058824
AP1S2	0.737062937062937	0.674486803519062	0.518981018981019
AP2A2	0.668292682926829	0.666666666666667	0.59546925566343
AP2B1	0.527777777777778	0.25	0.572139303482587
AP2M1	0.984723854289072	1	0.940751445086705
AP2S1	0.865771812080537	0.966666666666667	0.978947368421053
AP3B1	0.4	NA	0.605769230769231
AP3D1	0.207792207792208	0	0.0952380952380952
AP3M1	0.509090909090909	0.433333333333333	0.37719298245614
AP3M2	0.564444444444445	0.466666666666667	0.461538461538462
AP3S1	0.800204918032787	0.78030303030303	0.931089743589744
AP3S2	0.313432835820896	0	0.234567901234568
AP4B1	0.395652173913043	0.377777777777778	0.382278481012658
AP4M1	0.18	NA	0
AP4S1	0.489583333333333	NA	1
AP5M1	0.588068181818182	0.65	0.700757575757576
AP5S1	0	NA	0.692307692307692
APAF1	0.192307692307692	NA	0.730769230769231
APBA2	0.820224719101123	0.914285714285714	0.836363636363636
APBA3	0.893333333333333	NA	0.869565217391304
APBB2	0.358974358974359	0.368686868686869	0.584
APC	0.19872854418309	0.271498771498772	0.198591076819859
APC2	0.671875	1	0.625
APEH	0.0462962962962963	0	0.0444444444444444
APEX1	0.86018711018711	0.782258064516129	0.875789473684211
APH1A	0.967509025270758	1	1
APH1B	0.863636363636364	NA	0.7
API5	0.867324561403509	0.773809523809524	0.892018779342723
APIP	0.742647058823529	1	0.82
APLN	0.909090909090909	NA	1
APLP2	0.671082949308756	0.591836734693877	0.67989417989418
APMAP	0.973735408560311	1	0.979757085020243
APOL4	0.857142857142857	NA	0.857142857142857
APOOL	0.75	1	0
APP	0.539127015336217	0.536144578313253	0.562193126022913
APPBP2	0.505430242272347	0.606060606060606	0.476572958500669
APPL1	0.640845070422535	0.8	0.603030303030303
APPL2	0.316326530612245	NA	0.607142857142857
APTX	0.743055555555556	0.25	0.779069767441861
AQR	0.4	0.4	0.445652173913043
ARAP2	0.25	NA	0.4
ARAP3	0.5	NA	0.666666666666667
ARCN1	0.446666666666667	0.523809523809524	0.641975308641975
ARF1	0.562229904926534	0.683035714285714	0.606965174129353
ARF3	0.235294117647059	0	0.390625
ARF6	0.142857142857143	NA	0.255813953488372
ARFGAP2	0.216981132075472	0.5	0.633333333333333
ARFGAP3	0.771008403361345	0.825396825396825	0.737094837935174
ARFGEF1	0.35823754789272	0.142857142857143	0.385416666666667
ARFGEF2	0.468085106382979	NA	0.166666666666667
ARFIP1	0.612676056338028	0	0.62962962962963
ARFRP1	0.107692307692308	0	0.125
ARG2	0.0288461538461538	0.428571428571429	0
ARGLU1	0.519832189168574	0.473958333333333	0.585933630510154
ARHGAP11A	0.825	NA	0.674
ARHGAP12	0.293427230046948	0.395833333333333	0.29
ARHGAP18	0.451685393258427	0.366666666666667	0.363265306122449
ARHGAP19-SLIT1	0	0	0.103448275862069
ARHGAP21	0.503791469194313	0.683333333333333	0.588095238095238
ARHGAP23	0.261538461538462	0	0.666666666666667
ARHGAP28	0.476190476190476	0	0.5
ARHGAP35	0.66	0.285714285714286	0.634615384615385
ARHGAP39	0.75	NA	0.166666666666667
ARHGAP42	0	NA	0.727272727272727
ARHGAP44	1	1	0
ARHGAP5	0.305555555555556	0.25	0.322695035460993
ARHGEF10	0.347826086956522	1	0.703703703703704
ARHGEF10L	1	NA	0
ARHGEF11	0.590909090909091	NA	0.625
ARHGEF12	0.360893854748603	0.3	0.434782608695652
ARHGEF17	0.666666666666667	1	NA
ARHGEF18	0.463414634146341	0.333333333333333	0.702380952380952
ARHGEF2	0.89873417721519	1	0.951219512195122
ARHGEF3	0.185567010309278	NA	NA
ARHGEF39	NA	NA	0.684210526315789
ARHGEF6	0.636363636363636	NA	0.435185185185185
ARHGEF7	0.507246376811594	0.533333333333333	0.666666666666667
ARHGEF9	0.158536585365854	0.735294117647059	0.233333333333333
ARID1A	0.789473684210526	NA	0.5
ARID3B	0.866666666666667	NA	0.166666666666667
ARID4A	0.355219552609776	0.53475935828877	0.408304498269896
ARID4B	0.258333333333333	0.256944444444444	0.244444444444444
ARID5B	0.535714285714286	0.333333333333333	0.386363636363636
ARIH1	0.65530303030303	0.5	0.428571428571429
ARIH2	0.26984126984127	0.446428571428571	0.292134831460674
ARL1	0.486842105263158	NA	0.505102040816326
ARL10	0.439393939393939	NA	0.714285714285714
ARL13B	0.48974358974359	0.222222222222222	0.425925925925926
ARL14EP	0.334821428571429	0.666666666666667	0.445945945945946
ARL15	0.73	1	0.5
ARL16	0.930555555555556	1	0.877777777777778
ARL17A	0.725	0	0.5
ARL17B	0.535714285714286	NA	0.5
ARL2BP	0.878243512974052	1	0.989795918367347
ARL3	0.357288481141692	0.347619047619048	0.343322818086225
ARL4A	0.2875	0.366666666666667	0.159259259259259
ARL5A	0.512854609929078	0.526315789473684	0.493697478991597
ARL5B	0.513513513513514	0.75	0.329545454545455
ARL6	0.520833333333333	0	0
ARL6IP1	0.578976334617501	0.590909090909091	0.547968397291196
ARL6IP5	0.615160349854227	0.515222482435597	0.458715596330275
ARL6IP6	0.451700680272109	0.4	0.437113402061856
ARL8A	0.579545454545455	0.142857142857143	0.961538461538462
ARL8B	0.78343023255814	0.529411764705882	0.741071428571428
ARL9	0.118055555555556	0.666666666666667	0.173076923076923
ARMC1	0.432058047493404	0.413888888888889	0.48019801980198
ARMC10	0.640427599611273	0.657142857142857	0.505494505494505
ARMC7	0.96551724137931	0.285714285714286	0.888888888888889
ARMC8	0.467755102040816	0.570588235294118	0.393965517241379
ARMC9	0.833333333333333	NA	0.872340425531915
ARMCX1	0.218390804597701	0	0.365384615384615
ARMCX2	0.91588785046729	0.916666666666667	1
ARMCX3	0.451303680981595	0.398809523809524	0.377083333333333
ARMCX4	0.46875	0.55	0.390625
ARMCX5-GPRASP2	0.379987722529159	0.542483660130719	0.531045751633987
ARMH3	0.51063829787234	NA	0.125
ARMH4	0.277777777777778	0.15	0.510416666666667
ARMT1	0.972222222222222	0.916666666666667	0.898305084745763
ARNT2	0.333333333333333	0	1
ARPC2	0.925268817204301	0.885416666666667	0.966666666666667
ARPC3	0.989690721649485	1	0.996363636363636
ARPC5	0.703011093502377	0.656521739130435	0.703345724907063
ARPC5L	0.398148148148148	0.125	0.313953488372093
ARPP19	0.428571428571429	0.333333333333333	0.533333333333333
ARPP21	0.37628750559785	0.363636363636364	0.575757575757576
ARRB1	0.625	NA	0
ARRB2	0.981818181818182	1	1
ARRDC3	0.397085610200364	0.411764705882353	0.712643678160919
ARRDC4	0.571428571428571	0.0833333333333333	0.491228070175439
ARSA	0.538461538461538	0	0.473684210526316
ARSB	1	NA	0
ARSG	0.5	NA	NA
ARSK	0.511904761904762	0.375	0.555555555555556
ARV1	0.423357664233577	0.8	0.477777777777778
ARVCF	0.525	1	0.440677966101695
AS3MT	0.675	0	0.361111111111111
ASAH1	0.875	0.833333333333333	0.777777777777778
ASAH2B	0.838235294117647	NA	0.916666666666667
ASAP1	0.471544715447154	0.166666666666667	0
ASAP2	0.104868913857678	0.404761904761905	0.288135593220339
ASAP3	1	NA	0
ASB1	0.05	0	0.416666666666667
ASB3	0.903225806451613	NA	0.767857142857143
ASB6	0.23728813559322	NA	0.136363636363636
ASB7	0.458333333333333	NA	0
ASB8	0.846307385229541	0.333333333333333	0.765765765765766
ASCC1	1	0.8	0.849315068493151
ASCC2	0.945454545454545	0.625	0.923913043478261
ASCC3	0.227272727272727	0	0.0526315789473684
ASCL1	0.824137931034483	0.586206896551724	0.903225806451613
ASDURF	0.418032786885246	1	0.25
ASF1A	0.655111111111111	0.635714285714286	0.642152466367713
ASF1B	NA	NA	0.962962962962963
ASH1L	0.412228796844182	0.338461538461538	0.358974358974359
ASH2L	0.895377128953771	1	0.92156862745098
ASIC1	0.38961038961039	1	0
ASL	0.454545454545455	0.34	0.5
ASMTL	0.533333333333333	1	0.555555555555556
ASNS	0.916546762589928	1	0.876190476190476
ASNSD1	0.636363636363636	0.705882352941177	0.662878787878788
ASPH	0.465336134453781	0.222222222222222	0.612459546925566
ASPHD1	0.954022988505747	1	NA
ASPM	0.225	NA	0.348118279569892
ASRGL1	0.736519607843137	0.654761904761905	0.601239669421488
ASTN1	0.617647058823529	NA	0.3625
ASXL1	0.425531914893617	0.5	0.457547169811321
ASXL3	0.283478260869565	0.211764705882353	0.15
ATAD1	0.603125	0.571428571428571	0.6875
ATAD2	0.222222222222222	NA	0.459546925566343
ATAD2B	0.329301075268817	0.5	0.183908045977011
ATAD3B	0.6125	1	0.973684210526316
ATAD5	0.432323232323232	0.480519480519481	0.369122257053292
ATAT1	0.77810650887574	0.732142857142857	0.892857142857143
ATCAY	0.458760107816712	0.495652173913043	0.445283018867925
ATE1	0.611111111111111	NA	0.30952380952381
ATF1	0.763157894736842	0	0.48
ATF2	0.802681992337165	0	0.75
ATF3	NA	NA	0.67741935483871
ATF4	0.984441301272984	0.971428571428571	0.969767441860465
ATF6	0.287128712871287	0.225	0.338888888888889
ATF6B	0.955714285714286	1	0.951923076923077
ATF7	0	0	0.35
ATF7-NPFF	0.411764705882353	NA	0.675
ATF7IP	0.421448467966574	0.328	0.44367816091954
ATG12	0.469041560644614	0.444444444444444	0.450292397660819
ATG13	0.576271186440678	1	0.8
ATG14	0.547872340425532	0.583333333333333	0.1125
ATG16L1	0.916666666666667	1	0.964285714285714
ATG3	0.88	1	0.812977099236641
ATG4A	0.7	0	0
ATG4B	0.992248062015504	1	0.790123456790123
ATG4C	0.399038461538462	NA	0.375
ATG4D	0.991666666666667	1	0.893939393939394
ATG5	0.361370716510903	0.571428571428571	0.408602150537634
ATIC	0.911854103343465	1	0.896
ATL1	0.625698324022346	0.714285714285714	0.71875
ATL2	0.255376344086022	0	0.567567567567568
ATM	0.4375	NA	0.770833333333333
ATMIN	0.5	0.5	0.314285714285714
ATOX1	0.980337078651685	1	0.973684210526316
ATP10D	0	NA	0.909090909090909
ATP11C	0.923076923076923	NA	1
ATP13A2	0.954198473282443	1	0.941176470588235
ATP1A1	0.954545454545454	1	0.965909090909091
ATP1B1	0.352908587257618	0.386206896551724	0.351445086705202
ATP1B3	0.739255014326648	0.75	0.739814814814815
ATP2A2	0.561224489795918	0	0.368421052631579
ATP2B1	0.191989319092123	0.348214285714286	0.153846153846154
ATP2B4	0.2375	0.25	0.580357142857143
ATP2C1	0.58984375	0.62037037037037	0.57312925170068
ATP5F1C	0.942571785268414	1	0.973988439306358
ATP5F1E	0.0131099781500364	0	0.00881057268722467
ATP5IF1	0.961285008237232	0.968085106382979	0.975535168195719
ATP5MC3	0.0161490683229814	0	0.0470588235294118
ATP5MG	0.0352622061482821	0	0.0418943533697632
ATP5MPL	0.525161290322581	0.288888888888889	0.354098360655738
ATP5PB	0.0545886075949367	0.155172413793103	0.0697329376854599
ATP5PD	0.761812297734628	0.746666666666667	0.788519637462236
ATP5PF	0.746805111821086	0.820175438596491	0.780669144981413
ATP6AP1L	0.611111111111111	0.666666666666667	0.388888888888889
ATP6AP2	0.958064516129032	0.943181818181818	0.940639269406393
ATP6V0A1	0.763736263736264	0.785714285714286	0.761904761904762
ATP6V1A	0.691176470588235	NA	0.555555555555556
ATP6V1B2	0.911311053984576	0.722222222222222	0.8
ATP6V1C1	0.338541666666667	0.222222222222222	0.425287356321839
ATP6V1D	0.61437908496732	0.617283950617284	0.705192629815745
ATP6V1E1	0.885416666666667	0.9	0.904761904761905
ATP6V1G1	0.988262910798122	0.953488372093023	0.971074380165289
ATP6V1H	0.605887939221273	0.666666666666667	0.588785046728972
ATP8A1	0.631578947368421	NA	0.2
ATP8A2	0.0746268656716418	NA	1
ATP9B	0.45	0.5	0.825
ATPAF1	0.763157894736842	1	0.903954802259887
ATPSCKMT	0.604519774011299	0.633333333333333	0.829787234042553
ATR	0.416666666666667	0.5	0.125
ATRIP	0.557692307692308	NA	0.806451612903226
ATRN	0.245098039215686	NA	0.583333333333333
ATRNL1	0.428571428571429	0	0
ATRX	0.27057883856418	0.284175642087821	0.27260755048288
ATXN10	0.485106382978723	0.366666666666667	0.460992907801418
ATXN2	0.625352112676056	0.643243243243243	0.56412213740458
ATXN2L	0.914285714285714	1	1
ATXN3	0.472222222222222	0	0.653846153846154
ATXN7	0.368421052631579	NA	0.333333333333333
ATXN7L1	0.523809523809524	NA	NA
ATXN7L2	0.947368421052632	0.956521739130435	0.914893617021277
ATXN7L3	0.56140350877193	0.916666666666667	0.5
AUH	0.329113924050633	0.125	0.444444444444444
AURKA	1	NA	0.938775510204082
AUTS2	0.692307692307692	NA	0.142857142857143
AVEN	0.647058823529412	NA	1
AVL9	1	NA	0.235294117647059
AXIN2	0.272727272727273	NA	0
AZI2	0.595848595848596	0.505494505494505	0.451770451770452
AZIN1	0.634063641105895	0.530555555555555	0.625615763546798
AZIN1-AS1	1	NA	0.777777777777778
AZIN2	1	NA	0.615384615384615
B2M	1	1	0.994910941475827
B3GALNT1	0.713276836158192	0.860294117647059	0.636138613861386
B3GALNT2	0.476190476190476	NA	0.444444444444444
B3GALT1	0.571428571428571	NA	NA
B3GALT2	0.528554778554779	0.0909090909090909	0.504702194357367
B3GAT2	1	0.5	0.0930232558139535
B3GLCT	0	NA	1
B3GNT2	0.875	1	0.923076923076923
B3GNTL1	0.566666666666667	NA	0.727272727272727
B4GALNT1	0.159375	0.166666666666667	0
B4GALT1	0.597701149425287	NA	0.433333333333333
B4GALT5	0.545454545454545	NA	NA
B4GALT7	0.726744186046512	1	0.66304347826087
B4GAT1	0.975728155339806	1	0.932773109243697
B9D1	0.666666666666667	0	0.892857142857143
