Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0006886~intracellular protein transport	28	6.511627906976744	1.0091015603693285E-4	IPO13, NAPB, STXBP3, VPS26C, ARL1, RAB22A, RAB21, PPP3CA, AP3S1, APPL2, RAB8A, SNX5, KPNA1, MED1, TRMT10B, COG7, STRADB, VPS33B, STAT3, STAM, ARCN1, TIMM10B, EHD1, LRRC7, NUP50, NF1, NUP54, SEC24C	398	592	19339	2.298197066413147	0.3499501831035732	0.03915314054232995	0.03907057768739064
GOTERM_BP_FAT	GO:0046907~intracellular transport	46	10.69767441860465	2.1276479318022752E-4	IPO13, ITSN2, NAPB, SEH1L, SLC66A2, STXBP3, VPS26C, ARL1, NMD3, RAB22A, CLN5, MTM1, RAB21, CDC42, PPP3CA, TRIM46, KIF1B, AP3S1, EPS15, ANKRD50, APPL2, RAB8A, SNX5, REPS1, KPNA1, MED1, TRMT10B, STARD4, COG7, STRADB, VPS33B, STAT3, STAM, ARCN1, KLHL20, TIMM10B, EHD1, LRRC7, NUP50, NF1, TACC3, WDPCP, NUP54, SEC24C, ARL8A, SEC22C	398	1261	19339	1.7725303759080893	0.5967412061355661	0.07567334477443426	0.07551377117954909
GOTERM_BP_FAT	GO:0045646~regulation of erythrocyte differentiation	7	1.627906976744186	3.798829952112525E-4	FAM210B, STAT5B, MED1, BRD1, STAT3, HMGB2, ACVR2A	398	47	19339	7.236875868705227	0.8024273000661702	0.12471850950474044	0.1244555135849788
GOTERM_BP_FAT	GO:0043412~macromolecule modification	65	15.11627906976744	8.237720994417637E-4	DET1, MTFMT, OSGEPL1, CCNF, POMT1, VIRMA, MED18, TRIOBP, PPP3CA, SLK, PPP3CC, CDC23, SENP5, TRIM4, MAN1A2, ALKBH1, PGM3, SEPHS1, JAK1, MED1, COG7, VPS33B, MSL2, ZFP91, ADAM10, SIRT5, P3H4, ESCO2, FBXO11, PIAS2, MMP15, RPUSD2, USP40, RAF1, RNF34, CTBP1, MINDY2, B3GLCT, ZDHHC22, HDAC9, ANAPC10, MTM1, MAPK9, FUT8, HECTD3, NNAT, DPH5, DCAF10, AGA, RNF130, CDK17, TRMT10B, PTPRN2, ST8SIA1, FBXO30, KLHL20, ATAT1, UBE2W, DOLPP1, RFWD3, MKRN1, STT3A, PTPN2, ASB1, TAF1	398	2102	19339	1.5025591802973002	0.970320783212836	0.2511328086012462	0.2506032408230337
GOTERM_BP_FAT	GO:1902414~protein localization to cell junction	9	2.0930232558139537	0.0011275611912647146	MAPK9, SNAP47, DLG1, LRRC7, CLSTN1, ARHGEF18, BAIAP2, RAB8A, JAK1	398	101	19339	4.3298422807104835	0.9918939644151917	0.2887120453511077	0.2881032336341068
GOTERM_BP_FAT	GO:0016192~vesicle-mediated transport	46	10.69767441860465	0.001146323215309087	ITSN2, NAPB, SNAP47, SLC66A2, STXBP3, CTBP1, CLSTN1, VPS26C, ARL1, MLC1, EHBP1, RAB22A, CLN5, MTM1, CDC42, INPP5F, FCHO2, CPNE1, BNIP1, KIF1B, AP3S1, RAB11FIP2, EPS15, ATP9B, ANKRD50, RAB8A, SNX5, REPS1, COG7, COG6, SGIP1, EXOC7, VPS33B, STAM, ARFGAP2, ARCN1, KLHL20, RAB33B, EHD1, NECAP1, LRRC7, SFT2D2, SEC24C, LRP12, SEC22C, CSNK1G1	398	1365	19339	1.637480442505568	0.9925184390472818	0.2887120453511077	0.2881032336341068
GOTERM_BP_FAT	GO:0051301~cell division	24	5.5813953488372094	0.0011499776876684235	RB1, SEH1L, EXOC7, CCNF, SETDB2, CDCA8, PDS5B, KIF11, BMI1, ATAD3B, TRIOBP, ANAPC10, SEPTIN10, CIT, RAB33B, CDC23, SENP5, INCENP, PPP2R2D, TACC3, KIF20A, ARL8A, ITGB3BP, LRRCC1	398	553	19339	2.1088080547402472	0.9926343578384923	0.2887120453511077	0.2881032336341068
GOTERM_BP_FAT	GO:0036211~protein modification process	59	13.72093023255814	0.0015845571544219395	DET1, CCNF, POMT1, MED18, TRIOBP, PPP3CA, SLK, PPP3CC, CDC23, SENP5, TRIM4, MAN1A2, PGM3, SEPHS1, JAK1, MED1, COG7, VPS33B, MSL2, ZFP91, ADAM10, SIRT5, P3H4, ESCO2, FBXO11, PIAS2, MMP15, USP40, RAF1, RNF34, CTBP1, MINDY2, B3GLCT, ZDHHC22, HDAC9, ANAPC10, MTM1, MAPK9, FUT8, HECTD3, NNAT, DPH5, DCAF10, AGA, RNF130, CDK17, PTPRN2, ST8SIA1, FBXO30, KLHL20, ATAT1, UBE2W, DOLPP1, RFWD3, MKRN1, STT3A, PTPN2, ASB1, TAF1	398	1911	19339	1.5001761817985797	0.998850299372902	0.37571610750404655	0.37492382892683557
GOTERM_BP_FAT	GO:0022402~cell cycle process	34	7.906976744186046	0.0016759717142596372	RB1, FEN1, SEH1L, CCNF, CDCA8, PDS5B, KIF11, SEPTIN10, CIAO1, PPP3CA, CDC23, POC1B, CENPU, MED1, EXOC7, BROX, SETDB2, TUBE1, P3H4, ESCO2, MLH3, CIT, RAB33B, DLG1, INCENP, RFWD3, PPP2R2D, TACC3, TUBGCP5, RAD17, KIF20A, TRIP13, ARL8A, ITGB3BP	398	931	19339	1.7745170535815489	0.999222205443378	0.37647617244527004	0.3756822911069366
GOTERM_BP_FAT	GO:0045639~positive regulation of myeloid cell differentiation	9	2.0930232558139537	0.0019499446699502527	RB1, FAM210B, STAT5B, PPP3CA, MED1, BRD1, STAT3, HMGB2, ACVR2A	398	110	19339	3.975582457743262	0.999758945736318	0.4161181925673839	0.4152407174659063
GOTERM_BP_FAT	GO:0007059~chromosome segregation	17	3.953488372093023	0.0028066284531150076	RB1, CENPU, SEH1L, SETDB2, CDCA8, P3H4, ESCO2, KIF11, MLH3, CIAO1, RAB33B, CDC23, INCENP, TUBGCP5, TRIP13, ARL8A, ITGB3BP	398	354	19339	2.333439797859353	0.9999938282715615	0.5704138208521359	0.569210980086515
GOTERM_BP_FAT	GO:0006606~protein import into nucleus	9	2.0930232558139537	0.003353219292783039	IPO13, PPP3CA, MED1, NUP50, STAT3, NF1, NUP54, APPL2, KPNA1	398	120	19339	3.64428391959799	0.9999994055258375	0.6505245427999096	0.6491527712710438
GOTERM_BP_FAT	GO:0051170~import into nucleus	9	2.0930232558139537	0.004298816839039807	IPO13, PPP3CA, MED1, NUP50, STAT3, NF1, NUP54, APPL2, KPNA1	398	125	19339	3.4985125628140703	0.999999989656418	0.7450752617475463	0.7435041096023429
GOTERM_BP_FAT	GO:0007049~cell cycle	35	8.13953488372093	0.004326823629130221	RB1, FEN1, SEH1L, CCNF, CDCA8, PDS5B, KIF11, SEPTIN10, CIAO1, PPP3CA, CDC23, POC1B, CENPU, MED1, STAT5B, EXOC7, BROX, SETDB2, TUBE1, P3H4, ESCO2, MLH3, CIT, RAB33B, DLG1, INCENP, RFWD3, PPP2R2D, TACC3, TUBGCP5, RAD17, KIF20A, TRIP13, ARL8A, ITGB3BP	398	1028	19339	1.654344191776001	0.9999999908265311	0.7450752617475463	0.7435041096023429
GOTERM_BP_FAT	GO:1905820~positive regulation of chromosome separation	5	1.1627906976744187	0.004470796558505231	RB1, CDC23, INCENP, CDCA8, RAB33B	398	33	19339	7.3621897365615965	0.9999999950513039	0.7450752617475463	0.7435041096023429
GOTERM_BP_FAT	GO:0099003~vesicle-mediated transport in synapse	11	2.558139534883721	0.0046414211502153035	ITSN2, SNAP47, STXBP3, SGIP1, CTBP1, CLSTN1, FCHO2, AP3S1, EPS15, RAB8A, REPS1	398	183	19339	2.920737567619519	0.9999999976188935	0.7450752617475463	0.7435041096023429
GOTERM_BP_FAT	GO:0099159~regulation of modification of postsynaptic structure	4	0.9302325581395349	0.004713456435610063	CDC42, CYFIP1, MRTFB, BAIAP2	398	17	19339	11.433047590895654	0.9999999982516475	0.7450752617475463	0.7435041096023429
GOTERM_BP_FAT	GO:0051726~regulation of cell cycle	38	8.837209302325581	0.005075513358758926	RB1, BTG2, FEN1, CTBP1, CCNF, CDCA8, KIF11, ANAPC10, CDC42, CDC23, CASP3, APBB2, NUDT16, ATRIP, APPL2, CDK17, MED1, STAT5B, EXOC7, STAT3, GTF2H1, CGRRF1, CIT, RAB33B, TOM1L1, DLG1, ADAM17, ZZZ3, MYBBP1A, INCENP, RFWD3, PPP2R2D, TACC3, RAD17, KIF20A, TRIP13, CDK13, TAF1	398	1156	19339	1.5972640016692459	0.9999999996299753	0.7736532505422533	0.7720218355340809
GOTERM_BP_FAT	GO:0044085~cellular component biogenesis	81	18.83720930232558	0.005413444908086228	ISY1, CYFIP1, DET1, NCKAP1, CELF2, HMGB2, KIF11, PWP2, PTPDC1, MED18, DNALI1, COIL, RO60, PLS3, NEFM, MTREX, DENR, AP3S1, UTP14A, APPL2, RAB8A, OFD1, BRD2, MED1, CCDC115, BROX, VPS33B, ADAM10, NRG1, P3H4, MTSS1, RAB33B, INCENP, RPUSD2, WDPCP, RAF1, TLN1, KCTD15, ITGB3BP, COX19, SNAP47, NIP7, B3GLCT, CDCA8, NMD3, SAMHD1, PET117, CIAO1, MTM1, CDC42, HMBOX1, INPP5F, CHN2, FCHO2, SMN2, POC1B, SRGAP2, EPS15, PLXNA3, RIC3, UTP6, CPSF6, UTP4, SCLT1, RANBP9, CPLANE1, STAM, BAIAP2, MLH3, MFSD14A, RAD52, EHD1, ATAT1, DLG1, MYBBP1A, TUBGCP5, ESF1, NOL10, TRIP13, CDS2, TAF1	398	2964	19339	1.3278767318373244	0.9999999999131941	0.7881365817995635	0.7864746255586552
GOTERM_BP_FAT	GO:0072583~clathrin-dependent endocytosis	5	1.1627906976744187	0.005539854136360567	ITSN2, INPP5F, SGIP1, FCHO2, REPS1	398	35	19339	6.941493180186647	0.9999999999495396	0.7881365817995635	0.7864746255586552
GOTERM_BP_FAT	GO:0098969~neurotransmitter receptor transport to postsynaptic membrane	4	0.9302325581395349	0.006515937460329038	SNAP47, LRRC7, CLSTN1, RAB8A	398	19	19339	10.229568897117165	0.9999999999992366	0.848460362729689	0.8466712007651701
GOTERM_BP_FAT	GO:0034110~regulation of homotypic cell-cell adhesion	5	1.1627906976744187	0.006767197798234701	SERPINE2, TMX1, VPS33B, PDPN, JAK1	398	37	19339	6.566277332608991	0.9999999999997407	0.848460362729689	0.8466712007651701
GOTERM_BP_FAT	GO:0030218~erythrocyte differentiation	8	1.8604651162790697	0.007245974993928055	SLC25A38, RB1, FAM210B, STAT5B, MED1, BRD1, CASP3, PTPN2	398	109	19339	3.5662717256004797	0.9999999999999669	0.848460362729689	0.8466712007651701
GOTERM_BP_FAT	GO:0001558~regulation of cell growth	18	4.186046511627907	0.00725304198537578	RB1, MEG3, ITSN2, CYFIP1, SEMA6A, SERPINE2, CLSTN1, NAIF1, ADAM10, NRG1, CGRRF1, ADIPOR1, RAB21, CDC42, ADAM17, TRIM46, VGLL4, PLXNA3	398	427	19339	2.048309463005896	0.9999999999999679	0.848460362729689	0.8466712007651701
GOTERM_BP_FAT	GO:0045637~regulation of myeloid cell differentiation	12	2.7906976744186047	0.007454664947148406	RB1, FAM210B, STAT5B, PPP3CA, MED1, BRD1, STAT3, LRRC17, NF1, HMGB2, PTPN2, ACVR2A	398	227	19339	2.5686582693201694	0.9999999999999865	0.848460362729689	0.8466712007651701
GOTERM_BP_FAT	GO:1903540~establishment of protein localization to postsynaptic membrane	4	0.9302325581395349	0.007550571997587933	SNAP47, LRRC7, CLSTN1, RAB8A	398	20	19339	9.718090452261306	0.999999999999991	0.848460362729689	0.8466712007651701
GOTERM_BP_FAT	GO:0098877~neurotransmitter receptor transport to plasma membrane	4	0.9302325581395349	0.007550571997587933	SNAP47, LRRC7, CLSTN1, RAB8A	398	20	19339	9.718090452261306	0.999999999999991	0.848460362729689	0.8466712007651701
GOTERM_BP_FAT	GO:0010564~regulation of cell cycle process	28	6.511627906976744	0.0075542394057469976	RB1, FEN1, CCNF, CDCA8, KIF11, CDC42, CDC23, APBB2, NUDT16, ATRIP, APPL2, CDK17, MED1, EXOC7, CIT, RAB33B, TOM1L1, DLG1, ADAM17, MYBBP1A, INCENP, RFWD3, PPP2R2D, TACC3, RAD17, KIF20A, TRIP13, TAF1	398	795	19339	1.7113618406497897	0.9999999999999912	0.848460362729689	0.8466712007651701
GOTERM_BP_FAT	GO:0009215~purine deoxyribonucleoside triphosphate metabolic process	3	0.6976744186046512	0.008244917919418634	ADK, NUDT16, SAMHD1	398	7	19339	20.824479540559942	0.9999999999999996	0.8817200852766597	0.8798607880021774
GOTERM_BP_FAT	GO:0006520~amino acid metabolic process	14	3.255813953488372	0.008475071124643747	LRRC47, MTRR, HIBADH, GPT2, GMPS, MRI1, WARS1, RIDA, PPAT, PCCB, DGLUCY, NARS2, MMUT, SEPHS1	398	296	19339	2.298197066413147	0.9999999999999998	0.8817200852766597	0.8798607880021774
GOTERM_BP_FAT	GO:0099072~regulation of postsynaptic membrane neurotransmitter receptor levels	7	1.627906976744186	0.00853737259959764	SNAP47, DLG1, SLC9A6, LRRC7, CLSTN1, EPS15, RAB8A	398	86	19339	3.955036811966811	0.9999999999999999	0.8817200852766597	0.8798607880021774
GOTERM_BP_FAT	GO:1901970~positive regulation of mitotic sister chromatid separation	4	0.9302325581395349	0.008676720614250165	RB1, CDC23, INCENP, CDCA8	398	21	19339	9.255324240248864	0.9999999999999999	0.8817200852766597	0.8798607880021774
GOTERM_BP_FAT	GO:0048666~neuron development	31	7.209302325581396	0.008925548215691454	RB1, CYFIP1, NCKAP1, BTG2, MYT1L, TRIOBP, CLN5, CDC42, PPP3CA, CASP3, ALKBH1, TRIM46, CPNE1, APBB2, SRGAP2, NEO1, RAB8A, PLXNA3, SEMA6A, SCLT1, BAIAP2, GPRIN3, ATAT1, EHD1, ADAM17, SLC9A6, PALLD, WDPCP, CNTN4, SOS1, LRP12	398	922	19339	1.6337353797185494	1.0	0.8829555043161457	0.8810936018937358
GOTERM_BP_FAT	GO:1903539~protein localization to postsynaptic membrane	5	1.1627906976744187	0.009733147521744489	SNAP47, DLG1, LRRC7, CLSTN1, RAB8A	398	41	19339	5.925664909915431	1.0	0.8829555043161457	0.8810936018937358
GOTERM_BP_FAT	GO:0010256~endomembrane system organization	22	5.116279069767442	0.010509199657203521	SNAP47, COG7, COG6, SERPINE2, BROX, VPS33B, ARL1, ZFP69B, STAM, BAIAP2, RAB22A, MTSS1, MFSD14A, CDC42, CHN2, BNIP1, EMC4, POC1B, AP3S1, RETREG2, RETREG1, RAB8A	398	589	19339	1.8149235140046585	1.0	0.8829555043161457	0.8810936018937358
GOTERM_BP_FAT	GO:0018205~peptidyl-lysine modification	8	1.8604651162790697	0.010977582751399784	ATAT1, SENP5, VPS33B, NNAT, SIRT5, P3H4, HDAC9, PIAS2	398	118	19339	3.294267949919087	1.0	0.8829555043161457	0.8810936018937358
GOTERM_BP_FAT	GO:0000902~cell morphogenesis	26	6.046511627906977	0.011192948478878858	RB1, CYFIP1, NCKAP1, TRIOBP, CDC42, PPP3CA, CASP3, TRIM46, CPNE1, POC1B, APBB2, SRGAP2, NEO1, RAB8A, PLXNA3, MED1, SEMA6A, STRADB, MYO9B, BAIAP2, ADAM17, SLC9A6, PALLD, WDPCP, CNTN4, SOS1	398	744	19339	1.6980534392392068	1.0	0.8829555043161457	0.8810936018937358
GOTERM_BP_FAT	GO:1905244~regulation of modification of synaptic structure	4	0.9302325581395349	0.011209903524258411	CDC42, CYFIP1, MRTFB, BAIAP2	398	23	19339	8.450513436748963	1.0	0.8829555043161457	0.8810936018937358
GOTERM_BP_FAT	GO:0046395~carboxylic acid catabolic process	12	2.7906976744186047	0.011366150817303685	HADHB, MCEE, RIDA, AMACR, MTRR, GNPDA2, HIBADH, GPT2, PCCB, NUDT19, CRYL1, ACOX3	398	241	19339	2.4194416063721094	1.0	0.8829555043161457	0.8810936018937358
GOTERM_BP_FAT	GO:0016054~organic acid catabolic process	12	2.7906976744186047	0.011366150817303685	HADHB, MCEE, RIDA, AMACR, MTRR, GNPDA2, HIBADH, GPT2, PCCB, NUDT19, CRYL1, ACOX3	398	241	19339	2.4194416063721094	1.0	0.8829555043161457	0.8810936018937358
GOTERM_BP_FAT	GO:0016197~endosomal transport	13	3.0232558139534884	0.011417537760604047	ITSN2, SLC66A2, VPS26C, ARL1, STAM, CLN5, EHD1, LRRC7, EPS15, ANKRD50, RAB8A, SNX5, REPS1	398	274	19339	2.3053864211568795	1.0	0.8829555043161457	0.8810936018937358
GOTERM_BP_FAT	GO:0031175~neuron projection development	26	6.046511627906977	0.011794210585660422	RB1, CYFIP1, NCKAP1, BTG2, TRIOBP, CDC42, PPP3CA, CASP3, ALKBH1, TRIM46, CPNE1, APBB2, SRGAP2, NEO1, RAB8A, PLXNA3, SEMA6A, BAIAP2, GPRIN3, EHD1, ADAM17, SLC9A6, PALLD, CNTN4, SOS1, LRP12	398	747	19339	1.6912339475153546	1.0	0.8829555043161457	0.8810936018937358
